"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","exp_id","event","rt","response","accuracy","view_history","block_number","trial_number","run_number","task","stimulus","filename","category","animacy","index","mouse_tracking_data","mouse_tracking_targets","answer","targets","screen_width","screen_height","button_left","button_bottom"
"image-button-response","117","181996","0.0-5.0-1.0-2.36","","","","","","","main_trial","null","null","","","2","36","1","Whole Image","./stimuli/hospital_negative_nointeraction.jpg","./stimuli/hospital_negative_nointeraction.jpg","","","","[{""x"":944,""y"":781,""t"":639,""event"":""mousemove""},{""x"":925,""y"":771,""t"":646,""event"":""mousemove""},{""x"":897,""y"":750,""t"":663,""event"":""mousemove""},{""x"":803,""y"":686,""t"":680,""event"":""mousemove""},{""x"":764,""y"":642,""t"":696,""event"":""mousemove""},{""x"":649,""y"":536,""t"":713,""event"":""mousemove""},{""x"":588,""y"":481,""t"":730,""event"":""mousemove""},{""x"":517,""y"":388,""t"":746,""event"":""mousemove""},{""x"":459,""y"":318,""t"":763,""event"":""mousemove""},{""x"":441,""y"":290,""t"":779,""event"":""mousemove""},{""x"":428,""y"":271,""t"":796,""event"":""mousemove""},{""x"":394,""y"":231,""t"":813,""event"":""mousemove""},{""x"":382,""y"":220,""t"":829,""event"":""mousemove""},{""x"":366,""y"":209,""t"":846,""event"":""mousemove""},{""x"":356,""y"":205,""t"":863,""event"":""mousemove""},{""x"":351,""y"":202,""t"":880,""event"":""mousemove""},{""x"":347,""y"":201,""t"":896,""event"":""mousemove""},{""x"":344,""y"":201,""t"":913,""event"":""mousemove""},{""x"":343,""y"":201,""t"":942,""event"":""mousemove""},{""x"":342,""y"":201,""t"":981,""event"":""mousemove""},{""x"":341,""y"":201,""t"":1013,""event"":""mousemove""},{""x"":339,""y"":206,""t"":1030,""event"":""mousemove""},{""x"":339,""y"":224,""t"":1047,""event"":""mousemove""},{""x"":347,""y"":249,""t"":1063,""event"":""mousemove""},{""x"":352,""y"":257,""t"":1080,""event"":""mousemove""},{""x"":358,""y"":269,""t"":1097,""event"":""mousemove""},{""x"":363,""y"":277,""t"":1114,""event"":""mousemove""},{""x"":365,""y"":282,""t"":1129,""event"":""mousemove""},{""x"":366,""y"":285,""t"":1146,""event"":""mousemove""},{""x"":366,""y"":287,""t"":1163,""event"":""mousemove""},{""x"":366,""y"":288,""t"":1180,""event"":""mousemove""},{""x"":367,""y"":292,""t"":1197,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","118","183854","0.0-5.0-1.0-0.37","","","","","","","trial_start","1857","0","","","2","37","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","119","183931","0.0-5.0-1.0-1.37","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","120","185133","0.0-5.0-1.0-2.37","","","","","","","main_trial","null","null","","","2","37","1","Whole Image","./stimuli/war_negative_nointeraction.jpg","./stimuli/war_negative_nointeraction.jpg","","","","[{""x"":968,""y"":791,""t"":462,""event"":""mousemove""},{""x"":904,""y"":763,""t"":481,""event"":""mousemove""},{""x"":835,""y"":710,""t"":498,""event"":""mousemove""},{""x"":781,""y"":673,""t"":514,""event"":""mousemove""},{""x"":693,""y"":599,""t"":530,""event"":""mousemove""},{""x"":628,""y"":532,""t"":547,""event"":""mousemove""},{""x"":562,""y"":458,""t"":563,""event"":""mousemove""},{""x"":533,""y"":422,""t"":580,""event"":""mousemove""},{""x"":484,""y"":353,""t"":597,""event"":""mousemove""},{""x"":467,""y"":339,""t"":613,""event"":""mousemove""},{""x"":455,""y"":326,""t"":630,""event"":""mousemove""},{""x"":441,""y"":314,""t"":647,""event"":""mousemove""},{""x"":428,""y"":304,""t"":664,""event"":""mousemove""},{""x"":422,""y"":303,""t"":680,""event"":""mousemove""},{""x"":421,""y"":302,""t"":698,""event"":""mousemove""},{""x"":418,""y"":302,""t"":715,""event"":""mousemove""},{""x"":417,""y"":302,""t"":735,""event"":""mousemove""},{""x"":413,""y"":302,""t"":780,""event"":""mousemove""},{""x"":412,""y"":302,""t"":797,""event"":""mousemove""},{""x"":410,""y"":302,""t"":815,""event"":""mousemove""},{""x"":406,""y"":302,""t"":830,""event"":""mousemove""},{""x"":402,""y"":302,""t"":848,""event"":""mousemove""},{""x"":396,""y"":302,""t"":864,""event"":""mousemove""},{""x"":394,""y"":302,""t"":881,""event"":""mousemove""},{""x"":391,""y"":302,""t"":898,""event"":""mousemove""},{""x"":390,""y"":302,""t"":1197,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","121","187135","0.0-5.0-1.0-0.38","","","","","","","trial_start","2001","0","","","2","38","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","122","187261","0.0-5.0-1.0-1.38","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","123","188463","0.0-5.0-1.0-2.38","","","","","","","main_trial","null","null","","","2","38","1","Whole Image","./stimuli/beach_negative_interaction.jpg","./stimuli/beach_negative_interaction.jpg","","","","[{""x"":957,""y"":798,""t"":429,""event"":""mousemove""},{""x"":924,""y"":784,""t"":437,""event"":""mousemove""},{""x"":854,""y"":749,""t"":454,""event"":""mousemove""},{""x"":729,""y"":666,""t"":470,""event"":""mousemove""},{""x"":622,""y"":577,""t"":486,""event"":""mousemove""},{""x"":555,""y"":521,""t"":503,""event"":""mousemove""},{""x"":501,""y"":480,""t"":520,""event"":""mousemove""},{""x"":443,""y"":442,""t"":537,""event"":""mousemove""},{""x"":423,""y"":424,""t"":553,""event"":""mousemove""},{""x"":406,""y"":407,""t"":571,""event"":""mousemove""},{""x"":387,""y"":393,""t"":587,""event"":""mousemove""},{""x"":381,""y"":389,""t"":603,""event"":""mousemove""},{""x"":378,""y"":385,""t"":620,""event"":""mousemove""},{""x"":376,""y"":384,""t"":637,""event"":""mousemove""},{""x"":374,""y"":384,""t"":654,""event"":""mousemove""},{""x"":374,""y"":383,""t"":670,""event"":""mousemove""},{""x"":374,""y"":382,""t"":768,""event"":""mousemove""},{""x"":374,""y"":376,""t"":804,""event"":""mousemove""},{""x"":374,""y"":366,""t"":821,""event"":""mousemove""},{""x"":374,""y"":354,""t"":837,""event"":""mousemove""},{""x"":374,""y"":351,""t"":853,""event"":""mousemove""},{""x"":374,""y"":346,""t"":871,""event"":""mousemove""},{""x"":374,""y"":343,""t"":887,""event"":""mousemove""},{""x"":374,""y"":337,""t"":904,""event"":""mousemove""},{""x"":373,""y"":333,""t"":921,""event"":""mousemove""},{""x"":372,""y"":327,""t"":937,""event"":""mousemove""},{""x"":372,""y"":319,""t"":954,""event"":""mousemove""},{""x"":371,""y"":313,""t"":970,""event"":""mousemove""},{""x"":370,""y"":307,""t"":987,""event"":""mousemove""},{""x"":370,""y"":301,""t"":1004,""event"":""mousemove""},{""x"":369,""y"":301,""t"":1021,""event"":""mousemove""},{""x"":369,""y"":299,""t"":1038,""event"":""mousemove""},{""x"":369,""y"":298,""t"":1063,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","124","190256","0.0-5.0-1.0-0.39","","","","","","","trial_start","1793","0","","","2","39","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","125","190558","0.0-5.0-1.0-1.39","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","126","191760","0.0-5.0-1.0-2.39","","","","","","","main_trial","null","null","","","2","39","1","Whole Image","./stimuli/hospital_negative_interaction.jpg","./stimuli/hospital_negative_interaction.jpg","","","","[{""x"":962,""y"":798,""t"":378,""event"":""mousemove""},{""x"":917,""y"":775,""t"":394,""event"":""mousemove""},{""x"":895,""y"":762,""t"":411,""event"":""mousemove""},{""x"":815,""y"":719,""t"":427,""event"":""mousemove""},{""x"":756,""y"":667,""t"":444,""event"":""mousemove""},{""x"":708,""y"":638,""t"":460,""event"":""mousemove""},{""x"":658,""y"":580,""t"":478,""event"":""mousemove""},{""x"":630,""y"":555,""t"":493,""event"":""mousemove""},{""x"":602,""y"":521,""t"":510,""event"":""mousemove""},{""x"":581,""y"":490,""t"":529,""event"":""mousemove""},{""x"":554,""y"":462,""t"":544,""event"":""mousemove""},{""x"":538,""y"":437,""t"":561,""event"":""mousemove""},{""x"":530,""y"":422,""t"":577,""event"":""mousemove""},{""x"":524,""y"":411,""t"":594,""event"":""mousemove""},{""x"":518,""y"":403,""t"":611,""event"":""mousemove""},{""x"":509,""y"":392,""t"":627,""event"":""mousemove""},{""x"":498,""y"":380,""t"":644,""event"":""mousemove""},{""x"":492,""y"":374,""t"":661,""event"":""mousemove""},{""x"":486,""y"":369,""t"":677,""event"":""mousemove""},{""x"":483,""y"":366,""t"":695,""event"":""mousemove""},{""x"":479,""y"":363,""t"":711,""event"":""mousemove""},{""x"":478,""y"":361,""t"":728,""event"":""mousemove""},{""x"":476,""y"":361,""t"":744,""event"":""mousemove""},{""x"":474,""y"":359,""t"":761,""event"":""mousemove""},{""x"":472,""y"":358,""t"":778,""event"":""mousemove""},{""x"":470,""y"":354,""t"":794,""event"":""mousemove""},{""x"":463,""y"":349,""t"":811,""event"":""mousemove""},{""x"":459,""y"":344,""t"":828,""event"":""mousemove""},{""x"":447,""y"":336,""t"":845,""event"":""mousemove""},{""x"":434,""y"":325,""t"":861,""event"":""mousemove""},{""x"":425,""y"":318,""t"":878,""event"":""mousemove""},{""x"":418,""y"":311,""t"":894,""event"":""mousemove""},{""x"":408,""y"":304,""t"":911,""event"":""mousemove""},{""x"":402,""y"":301,""t"":928,""event"":""mousemove""},{""x"":398,""y"":299,""t"":944,""event"":""mousemove""},{""x"":396,""y"":299,""t"":962,""event"":""mousemove""},{""x"":393,""y"":299,""t"":978,""event"":""mousemove""},{""x"":392,""y"":299,""t"":995,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","127","195028","0.0-5.0-1.0-0.40","","","","","","","trial_start","3268","0","","","2","40","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","128","195029","0.0-5.0-1.0-1.40","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","129","196231","0.0-5.0-1.0-2.40","","","","","","","main_trial","null","null","","","2","40","1","Whole Image","./stimuli/war_ambiguous_interaction.jpg","./stimuli/war_ambiguous_interaction.jpg","","","","[{""x"":969,""y"":793,""t"":684,""event"":""mousemove""},{""x"":965,""y"":786,""t"":695,""event"":""mousemove""},{""x"":955,""y"":773,""t"":712,""event"":""mousemove""},{""x"":951,""y"":767,""t"":728,""event"":""mousemove""},{""x"":944,""y"":760,""t"":745,""event"":""mousemove""},{""x"":934,""y"":744,""t"":762,""event"":""mousemove""},{""x"":932,""y"":730,""t"":778,""event"":""mousemove""},{""x"":932,""y"":714,""t"":795,""event"":""mousemove""},{""x"":941,""y"":700,""t"":812,""event"":""mousemove""},{""x"":1047,""y"":620,""t"":828,""event"":""mousemove""},{""x"":1072,""y"":597,""t"":845,""event"":""mousemove""},{""x"":1150,""y"":550,""t"":862,""event"":""mousemove""},{""x"":1270,""y"":455,""t"":878,""event"":""mousemove""},{""x"":1298,""y"":440,""t"":895,""event"":""mousemove""},{""x"":1369,""y"":391,""t"":912,""event"":""mousemove""},{""x"":1433,""y"":356,""t"":928,""event"":""mousemove""},{""x"":1474,""y"":337,""t"":946,""event"":""mousemove""},{""x"":1490,""y"":318,""t"":962,""event"":""mousemove""},{""x"":1514,""y"":295,""t"":979,""event"":""mousemove""},{""x"":1526,""y"":284,""t"":995,""event"":""mousemove""},{""x"":1541,""y"":265,""t"":1012,""event"":""mousemove""},{""x"":1554,""y"":246,""t"":1028,""event"":""mousemove""},{""x"":1557,""y"":239,""t"":1045,""event"":""mousemove""},{""x"":1562,""y"":233,""t"":1062,""event"":""mousemove""},{""x"":1569,""y"":228,""t"":1079,""event"":""mousemove""},{""x"":1578,""y"":222,""t"":1095,""event"":""mousemove""},{""x"":1579,""y"":221,""t"":1112,""event"":""mousemove""},{""x"":1581,""y"":221,""t"":1129,""event"":""mousemove""},{""x"":1581,""y"":219,""t"":1160,""event"":""mousemove""},{""x"":1582,""y"":219,""t"":1166,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","130","198524","0.0-5.0-1.0-0.41","","","","","","","trial_start","2292","0","","","2","41","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","131","198551","0.0-5.0-1.0-1.41","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","132","199753","0.0-5.0-1.0-2.41","","","","","","","main_trial","null","null","","","2","41","1","Whole Image","./stimuli/fair_positive_interaction.jpg","./stimuli/fair_positive_interaction.jpg","","","","[{""x"":962,""y"":781,""t"":602,""event"":""mousemove""},{""x"":954,""y"":774,""t"":609,""event"":""mousemove""},{""x"":929,""y"":759,""t"":628,""event"":""mousemove""},{""x"":900,""y"":733,""t"":643,""event"":""mousemove""},{""x"":832,""y"":684,""t"":659,""event"":""mousemove""},{""x"":795,""y"":652,""t"":676,""event"":""mousemove""},{""x"":746,""y"":605,""t"":692,""event"":""mousemove""},{""x"":722,""y"":581,""t"":709,""event"":""mousemove""},{""x"":643,""y"":502,""t"":726,""event"":""mousemove""},{""x"":606,""y"":473,""t"":742,""event"":""mousemove""},{""x"":539,""y"":431,""t"":760,""event"":""mousemove""},{""x"":487,""y"":409,""t"":776,""event"":""mousemove""},{""x"":467,""y"":400,""t"":792,""event"":""mousemove""},{""x"":454,""y"":394,""t"":809,""event"":""mousemove""},{""x"":434,""y"":387,""t"":826,""event"":""mousemove""},{""x"":423,""y"":384,""t"":843,""event"":""mousemove""},{""x"":413,""y"":380,""t"":860,""event"":""mousemove""},{""x"":403,""y"":378,""t"":876,""event"":""mousemove""},{""x"":400,""y"":376,""t"":893,""event"":""mousemove""},{""x"":396,""y"":376,""t"":910,""event"":""mousemove""},{""x"":394,""y"":375,""t"":926,""event"":""mousemove""},{""x"":393,""y"":371,""t"":943,""event"":""mousemove""},{""x"":391,""y"":370,""t"":959,""event"":""mousemove""},{""x"":388,""y"":366,""t"":976,""event"":""mousemove""},{""x"":387,""y"":362,""t"":993,""event"":""mousemove""},{""x"":385,""y"":358,""t"":1010,""event"":""mousemove""},{""x"":384,""y"":351,""t"":1026,""event"":""mousemove""},{""x"":384,""y"":348,""t"":1043,""event"":""mousemove""},{""x"":383,""y"":344,""t"":1059,""event"":""mousemove""},{""x"":382,""y"":335,""t"":1077,""event"":""mousemove""},{""x"":380,""y"":324,""t"":1093,""event"":""mousemove""},{""x"":379,""y"":320,""t"":1110,""event"":""mousemove""},{""x"":379,""y"":316,""t"":1127,""event"":""mousemove""},{""x"":378,""y"":315,""t"":1144,""event"":""mousemove""},{""x"":377,""y"":313,""t"":1160,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","133","201508","0.0-5.0-1.0-0.42","","","","","","","trial_start","1754","0","","","2","42","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","134","201635","0.0-5.0-1.0-1.42","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","135","202837","0.0-5.0-1.0-2.42","","","","","","","main_trial","null","null","","","2","42","1","Whole Image","./stimuli/wedding_ambiguous_interaction.jpg","./stimuli/wedding_ambiguous_interaction.jpg","","","","[{""x"":975,""y"":791,""t"":528,""event"":""mousemove""},{""x"":999,""y"":773,""t"":534,""event"":""mousemove""},{""x"":1010,""y"":765,""t"":546,""event"":""mousemove""},{""x"":1075,""y"":704,""t"":562,""event"":""mousemove""},{""x"":1125,""y"":669,""t"":579,""event"":""mousemove""},{""x"":1177,""y"":627,""t"":596,""event"":""mousemove""},{""x"":1239,""y"":578,""t"":613,""event"":""mousemove""},{""x"":1273,""y"":553,""t"":630,""event"":""mousemove""},{""x"":1293,""y"":539,""t"":646,""event"":""mousemove""},{""x"":1302,""y"":529,""t"":664,""event"":""mousemove""},{""x"":1310,""y"":517,""t"":679,""event"":""mousemove""},{""x"":1313,""y"":512,""t"":696,""event"":""mousemove""},{""x"":1316,""y"":506,""t"":713,""event"":""mousemove""},{""x"":1336,""y"":486,""t"":729,""event"":""mousemove""},{""x"":1362,""y"":458,""t"":746,""event"":""mousemove""},{""x"":1381,""y"":431,""t"":763,""event"":""mousemove""},{""x"":1406,""y"":399,""t"":779,""event"":""mousemove""},{""x"":1425,""y"":374,""t"":796,""event"":""mousemove""},{""x"":1447,""y"":357,""t"":813,""event"":""mousemove""},{""x"":1462,""y"":345,""t"":829,""event"":""mousemove""},{""x"":1473,""y"":337,""t"":846,""event"":""mousemove""},{""x"":1483,""y"":333,""t"":863,""event"":""mousemove""},{""x"":1487,""y"":329,""t"":881,""event"":""mousemove""},{""x"":1490,""y"":328,""t"":896,""event"":""mousemove""},{""x"":1491,""y"":327,""t"":953,""event"":""mousemove""},{""x"":1492,""y"":327,""t"":997,""event"":""mousemove""},{""x"":1493,""y"":327,""t"":1030,""event"":""mousemove""},{""x"":1493,""y"":326,""t"":1056,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","136","204693","0.0-5.0-1.0-0.43","","","","","","","trial_start","1855","0","","","2","43","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","137","204820","0.0-5.0-1.0-1.43","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","138","206021","0.0-5.0-1.0-2.43","","","","","","","main_trial","null","null","","","2","43","1","Whole Image","./stimuli/war_positive_nointeraction.jpg","./stimuli/war_positive_nointeraction.jpg","","","","[{""x"":965,""y"":793,""t"":512,""event"":""mousemove""},{""x"":974,""y"":785,""t"":517,""event"":""mousemove""},{""x"":994,""y"":763,""t"":531,""event"":""mousemove""},{""x"":1022,""y"":742,""t"":548,""event"":""mousemove""},{""x"":1039,""y"":730,""t"":564,""event"":""mousemove""},{""x"":1069,""y"":702,""t"":581,""event"":""mousemove""},{""x"":1103,""y"":675,""t"":597,""event"":""mousemove""},{""x"":1120,""y"":664,""t"":614,""event"":""mousemove""},{""x"":1172,""y"":620,""t"":631,""event"":""mousemove""},{""x"":1205,""y"":595,""t"":647,""event"":""mousemove""},{""x"":1228,""y"":572,""t"":664,""event"":""mousemove""},{""x"":1287,""y"":531,""t"":681,""event"":""mousemove""},{""x"":1319,""y"":499,""t"":697,""event"":""mousemove""},{""x"":1352,""y"":476,""t"":715,""event"":""mousemove""},{""x"":1373,""y"":467,""t"":732,""event"":""mousemove""},{""x"":1390,""y"":451,""t"":748,""event"":""mousemove""},{""x"":1412,""y"":433,""t"":764,""event"":""mousemove""},{""x"":1427,""y"":421,""t"":781,""event"":""mousemove""},{""x"":1439,""y"":411,""t"":798,""event"":""mousemove""},{""x"":1450,""y"":403,""t"":814,""event"":""mousemove""},{""x"":1458,""y"":392,""t"":832,""event"":""mousemove""},{""x"":1472,""y"":375,""t"":849,""event"":""mousemove""},{""x"":1481,""y"":365,""t"":864,""event"":""mousemove""},{""x"":1491,""y"":357,""t"":881,""event"":""mousemove""},{""x"":1497,""y"":351,""t"":898,""event"":""mousemove""},{""x"":1504,""y"":347,""t"":914,""event"":""mousemove""},{""x"":1505,""y"":344,""t"":931,""event"":""mousemove""},{""x"":1507,""y"":344,""t"":950,""event"":""mousemove""},{""x"":1508,""y"":344,""t"":1029,""event"":""mousemove""},{""x"":1508,""y"":343,""t"":1044,""event"":""mousemove""},{""x"":1510,""y"":341,""t"":1081,""event"":""mousemove""},{""x"":1511,""y"":336,""t"":1098,""event"":""mousemove""},{""x"":1515,""y"":326,""t"":1115,""event"":""mousemove""},{""x"":1515,""y"":324,""t"":1131,""event"":""mousemove""},{""x"":1519,""y"":318,""t"":1148,""event"":""mousemove""},{""x"":1525,""y"":313,""t"":1165,""event"":""mousemove""},{""x"":1530,""y"":309,""t"":1182,""event"":""mousemove""},{""x"":1533,""y"":307,""t"":1198,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","139","207921","0.0-5.0-1.0-0.44","","","","","","","trial_start","1899","0","","","2","44","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","140","208147","0.0-5.0-1.0-1.44","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","141","209349","0.0-5.0-1.0-2.44","","","","","","","main_trial","null","null","","","2","44","1","Whole Image","./stimuli/funeral_ambiguous_nointeraction.jpg","./stimuli/funeral_ambiguous_nointeraction.jpg","","","","[{""x"":994,""y"":781,""t"":574,""event"":""mousemove""},{""x"":1030,""y"":760,""t"":590,""event"":""mousemove""},{""x"":1118,""y"":698,""t"":608,""event"":""mousemove""},{""x"":1180,""y"":645,""t"":624,""event"":""mousemove""},{""x"":1236,""y"":602,""t"":641,""event"":""mousemove""},{""x"":1279,""y"":565,""t"":657,""event"":""mousemove""},{""x"":1338,""y"":512,""t"":674,""event"":""mousemove""},{""x"":1357,""y"":493,""t"":691,""event"":""mousemove""},{""x"":1383,""y"":474,""t"":708,""event"":""mousemove""},{""x"":1402,""y"":452,""t"":724,""event"":""mousemove""},{""x"":1419,""y"":433,""t"":741,""event"":""mousemove""},{""x"":1430,""y"":421,""t"":757,""event"":""mousemove""},{""x"":1447,""y"":407,""t"":774,""event"":""mousemove""},{""x"":1457,""y"":399,""t"":791,""event"":""mousemove""},{""x"":1463,""y"":394,""t"":807,""event"":""mousemove""},{""x"":1466,""y"":390,""t"":824,""event"":""mousemove""},{""x"":1472,""y"":385,""t"":840,""event"":""mousemove""},{""x"":1473,""y"":381,""t"":857,""event"":""mousemove""},{""x"":1475,""y"":380,""t"":874,""event"":""mousemove""},{""x"":1477,""y"":375,""t"":891,""event"":""mousemove""},{""x"":1479,""y"":373,""t"":907,""event"":""mousemove""},{""x"":1480,""y"":372,""t"":930,""event"":""mousemove""},{""x"":1480,""y"":371,""t"":947,""event"":""mousemove""},{""x"":1483,""y"":366,""t"":1041,""event"":""mousemove""},{""x"":1502,""y"":349,""t"":1057,""event"":""mousemove""},{""x"":1518,""y"":333,""t"":1074,""event"":""mousemove""},{""x"":1532,""y"":318,""t"":1091,""event"":""mousemove""},{""x"":1533,""y"":316,""t"":1107,""event"":""mousemove""},{""x"":1534,""y"":315,""t"":1125,""event"":""mousemove""},{""x"":1535,""y"":313,""t"":1142,""event"":""mousemove""},{""x"":1537,""y"":313,""t"":1158,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","142","211646","0.0-5.0-1.0-0.45","","","","","","","trial_start","2297","0","","","2","45","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","143","211923","0.0-5.0-1.0-1.45","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","144","213124","0.0-5.0-1.0-2.45","","","","","","","main_trial","null","null","","","2","45","1","Whole Image","./stimuli/hospital_ambiguous_interaction.jpg","./stimuli/hospital_ambiguous_interaction.jpg","","","","[{""x"":984,""y"":780,""t"":767,""event"":""mousemove""},{""x"":1006,""y"":765,""t"":771,""event"":""mousemove""},{""x"":1021,""y"":752,""t"":786,""event"":""mousemove""},{""x"":1094,""y"":707,""t"":803,""event"":""mousemove""},{""x"":1118,""y"":685,""t"":819,""event"":""mousemove""},{""x"":1204,""y"":631,""t"":837,""event"":""mousemove""},{""x"":1258,""y"":593,""t"":853,""event"":""mousemove""},{""x"":1319,""y"":555,""t"":869,""event"":""mousemove""},{""x"":1346,""y"":540,""t"":886,""event"":""mousemove""},{""x"":1412,""y"":508,""t"":903,""event"":""mousemove""},{""x"":1428,""y"":491,""t"":920,""event"":""mousemove""},{""x"":1450,""y"":472,""t"":937,""event"":""mousemove""},{""x"":1472,""y"":459,""t"":953,""event"":""mousemove""},{""x"":1482,""y"":453,""t"":970,""event"":""mousemove""},{""x"":1494,""y"":441,""t"":986,""event"":""mousemove""},{""x"":1506,""y"":425,""t"":1003,""event"":""mousemove""},{""x"":1515,""y"":416,""t"":1019,""event"":""mousemove""},{""x"":1523,""y"":410,""t"":1037,""event"":""mousemove""},{""x"":1528,""y"":406,""t"":1053,""event"":""mousemove""},{""x"":1535,""y"":401,""t"":1070,""event"":""mousemove""},{""x"":1539,""y"":399,""t"":1086,""event"":""mousemove""},{""x"":1542,""y"":397,""t"":1103,""event"":""mousemove""},{""x"":1544,""y"":396,""t"":1120,""event"":""mousemove""},{""x"":1545,""y"":394,""t"":1139,""event"":""mousemove""},{""x"":1546,""y"":393,""t"":1154,""event"":""mousemove""},{""x"":1552,""y"":383,""t"":1170,""event"":""mousemove""},{""x"":1554,""y"":376,""t"":1186,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","145","215710","0.0-5.0-1.0-0.46","","","","","","","trial_start","2585","0","","","2","46","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","146","215838","0.0-5.0-1.0-1.46","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","147","217039","0.0-5.0-1.0-2.46","","","","","","","main_trial","null","null","","","2","46","1","Whole Image","./stimuli/wedding_ambiguous_nointeraction.jpg","./stimuli/wedding_ambiguous_nointeraction.jpg","","","","[{""x"":962,""y"":794,""t"":611,""event"":""mousemove""},{""x"":934,""y"":787,""t"":625,""event"":""mousemove""},{""x"":917,""y"":778,""t"":642,""event"":""mousemove""},{""x"":854,""y"":731,""t"":659,""event"":""mousemove""},{""x"":832,""y"":718,""t"":676,""event"":""mousemove""},{""x"":780,""y"":675,""t"":692,""event"":""mousemove""},{""x"":743,""y"":641,""t"":709,""event"":""mousemove""},{""x"":711,""y"":606,""t"":725,""event"":""mousemove""},{""x"":678,""y"":563,""t"":742,""event"":""mousemove""},{""x"":663,""y"":546,""t"":759,""event"":""mousemove""},{""x"":639,""y"":517,""t"":775,""event"":""mousemove""},{""x"":610,""y"":477,""t"":792,""event"":""mousemove""},{""x"":590,""y"":455,""t"":809,""event"":""mousemove""},{""x"":560,""y"":411,""t"":826,""event"":""mousemove""},{""x"":548,""y"":387,""t"":842,""event"":""mousemove""},{""x"":536,""y"":373,""t"":859,""event"":""mousemove""},{""x"":520,""y"":355,""t"":876,""event"":""mousemove""},{""x"":502,""y"":333,""t"":893,""event"":""mousemove""},{""x"":495,""y"":325,""t"":909,""event"":""mousemove""},{""x"":488,""y"":318,""t"":926,""event"":""mousemove""},{""x"":467,""y"":307,""t"":943,""event"":""mousemove""},{""x"":451,""y"":303,""t"":959,""event"":""mousemove""},{""x"":437,""y"":297,""t"":976,""event"":""mousemove""},{""x"":430,""y"":293,""t"":992,""event"":""mousemove""},{""x"":422,""y"":287,""t"":1009,""event"":""mousemove""},{""x"":416,""y"":283,""t"":1026,""event"":""mousemove""},{""x"":410,""y"":277,""t"":1042,""event"":""mousemove""},{""x"":409,""y"":276,""t"":1059,""event"":""mousemove""},{""x"":407,""y"":274,""t"":1076,""event"":""mousemove""},{""x"":402,""y"":274,""t"":1092,""event"":""mousemove""},{""x"":395,""y"":277,""t"":1109,""event"":""mousemove""},{""x"":388,""y"":287,""t"":1126,""event"":""mousemove""},{""x"":383,""y"":294,""t"":1143,""event"":""mousemove""},{""x"":378,""y"":304,""t"":1159,""event"":""mousemove""},{""x"":376,""y"":307,""t"":1176,""event"":""mousemove""},{""x"":374,""y"":309,""t"":1192,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
